text,primary_emotion,secondary_emotions,meta_emotions,sentiment,interaction_style,intensity,context
"When the client abruptly ended our contract, I felt a sharp sting of rejection and frustration, but beneath it was a faint determination to prove my value elsewhere.",Frustration,"['Disappointment', 'Determination']","['Reflection on resilience', 'Commitment to self-worth']",Ambiguous,Motivational,8,Workplace
"Spent the day cleaning up a local river with volunteers. It was humbling to see the impact of our efforts, even if there’s so much more to do. 🌊",Gratitude,"['Determination', 'Reflection']","['Reflection on environmental responsibility', 'Commitment to collective action']",Positive,Empowering,9,Community
"After being left out of a team meeting that I should have been a part of, I felt a deep frustration at being overlooked, tempered by determination to ensure my voice is heard in the future.",Frustration,"['Determination', 'Reflection']","['Commitment to self-advocacy', 'Awareness of workplace dynamics']",Ambiguous,Assertive,8,Workplace
Watched a toddler finally zip their jacket after struggling for so long. Their joy reminded me to celebrate every small victory in life. 🧥,Admiration,"['Joy', 'Inspiration']","['Reflection on persistence', 'Gratitude for simple successes']",Positive,Empowering,7,Community
"When I saw the old family home for the last time, a wave of nostalgia and sadness enveloped me. The memories were bittersweet, and while I appreciated the time spent there, it was clear that moving forward was necessary for growth.",Nostalgia,"['Sadness', 'Acceptance']","['Reflection on past memories', 'Reluctance to leave the familiar']",Mixed,Reflective,9,Memory (Home)
"When I saw my younger sibling win the academic award I had once aimed for, I felt a bittersweet pride in their success, paired with a subtle sadness for my own missed chances.",Pride,"['Sadness', 'Gratitude']","['Reflection on sibling dynamics', 'Commitment to celebrating others']",Mixed,Supportive,7,Family
"Caught the sunset on my drive home tonight, and for a moment, everything felt okay. Sometimes the simplest things make the biggest impact. 🌅",Serenity,"['Gratitude', 'Reflection']","['Reflection on small joys', 'Commitment to mindfulness']",Positive,Reverent,8,Nature
"I was so excited to finally meet my favorite author, but I also felt incredibly nervous. It was a whirlwind of emotions. 📚",Excitement,"['Nervousness', 'Anticipation']","['Reflection on admiration', 'Commitment to embracing new experiences']",Mixed,Conflicted,8,Social
"As the lights of the city blinked below me from the airplane window, I felt a serene detachment—a quiet awareness of the vastness of the world and my small place within it.",Serenity,"['Humility', 'Curiosity']","['Gratitude for perspective', 'Reflection on interconnectedness']",Neutral,Contemplative,5,Travel
"I feel like I’m treading water—no progress, just staying afloat. It’s exhausting. 😓",Frustration,"['Exhaustion', 'Hopelessness']","['Reflection on stagnation', 'Commitment to action']",Negative,Reassuring,8,Work
I just can’t seem to find motivation today. Everything feels pointless. 😞,Hopelessness,"['Sadness', 'Frustration']","['Reflection on burnout', 'Commitment to rest']",Negative,Supportive,8,Work
"As I cleaned out my childhood room, holding old toys and letters, I felt a bittersweet mix of nostalgia for the memories and gratitude for the life I had built since then.",Nostalgia,"['Gratitude', 'Reflection']","['Awareness of personal growth', 'Commitment to cherishing the past']",Mixed,Reflective,8,Family
I’m struggling with feelings of guilt after a tough conversation with my partner. I know I could’ve handled it better. 💔,Guilt,"['Regret', 'Sadness']","['Reflection on communication', 'Commitment to reconciliation']",Negative,Supportive,8,Relationships
I just can’t shake this nagging feeling that I’m not doing enough. It’s exhausting. 😟,Self-Doubt,"['Frustration', 'Guilt']","['Reflection on self-worth', 'Commitment to growth']",Negative,Supportive,8,Career
"Tried to help a lost tourist today, but we couldn’t understand each other’s languages. It felt frustrating, but their smile when I tried made me feel like I still made a small difference. 🌍",Frustration,"['Connection', 'Gratitude']","['Reflection on human kindness', 'Commitment to inclusivity']",Mixed,Supportive,6,Community
"When the storm washed away the sandcastle my child and I had spent hours building, I felt a momentary sadness for its loss, balanced by gratitude for the time we had spent creating it together.",Sadness,"['Gratitude', 'Reflection']","['Awareness of impermanence', 'Gratitude for shared moments']",Mixed,Supportive,6,Parenting
"My childhood park is being torn down to make space for a new mall. It feels like losing a piece of my past, but I’m grateful for all the memories I’ll carry with me.",Sadness,"['Gratitude', 'Reflection']","['Reflection on change', 'Commitment to cherishing nostalgia']",Mixed,Supportive,7,Community
"The day I got my first apartment was one of the happiest of my life. I felt such a sense of independence and pride, but there was also a small sense of loneliness, realizing that this new chapter meant leaving behind parts of my past.",Pride,"['Loneliness', 'Excitement']","['Satisfaction with new beginnings', 'Sadness about change']",Mixed,Conflicted,9,Personal Growth (Independence)
"It’s like I’m in a whirlwind of change, and I don’t know if I’m ready for it. The excitement and fear are mixed. 😬",Excitement,"['Fear', 'Anticipation']","['Reflection on risk', 'Commitment to facing challenges']",Mixed,Conflicted,8,Career
"Walking into the office on my first day, I felt a mix of excitement at the opportunities ahead and a quiet self-doubt about whether I truly belonged.",Excitement,"['Self-Doubt', 'Anticipation']","['Reflection on personal growth', 'Gratitude for new beginnings']",Ambiguous,Encouraging,7,Career
"I can’t believe the amount of pressure I feel right now. There’s just too much on my plate, and it’s starting to affect my health. 😩",Stress,"['Exhaustion', 'Frustration']","['Reflection on self-care', 'Commitment to finding balance']",Negative,Reassuring,9,Everyday Life
"I love seeing my friends succeed. It makes me feel proud to be part of their journey, even if it’s not my time yet. 🌟",Admiration,"['Joy', 'Hope']","['Reflection on support', 'Commitment to self-improvement']",Positive,Affectionate,8,Relationships
Finally finished my first 10K run today! I can’t believe I stuck with the training—it feels amazing to accomplish something I never thought I could. 🏃‍♀️,Pride,"['Gratitude', 'Relief']","['Reflection on perseverance', 'Commitment to setting bigger goals']",Positive,Empowering,9,Health
There’s a sense of nostalgia when I look back at the old photos from my childhood. I miss those carefree days. 📸,Nostalgia,"['Longing', 'Sadness']","['Reflection on the past', 'Commitment to cherishing memories']",Mixed,Reflective,7,Family
Exploring the vibrant streets of a foreign city for the first time filled me with awe and a sense of infinite possibility.,Awe,"['Excitement', 'Curiosity']","['Wonder about cultural diversity', 'Inspiration about exploration']",Positive,Reflective,10,Travel
I feel like I’m failing. There’s so much to do and not enough time. It’s hard to keep up. 😞,Frustration,"['Exhaustion', 'Overwhelm']","['Reflection on time management', 'Commitment to progress']",Negative,Supportive,9,Career
Finally reached my fundraising goal for the local animal shelter! Knowing this will help so many pets fills me with joy and gratitude. 🐕❤️,Joy,"['Gratitude', 'Pride']","['Reflection on collective action', 'Commitment to giving back']",Positive,Empowering,9,Community
"I’ve been spending a lot of time with my family lately. It’s been nice to reconnect, but also kind of exhausting. The dynamics are so different now. 👪",Exhaustion,"['Nostalgia', 'Frustration']","['Reflection on family dynamics', 'Commitment to finding balance']",Mixed,Supportive,7,Family
"I’ve been feeling invisible lately. Everyone around me is moving forward, and I’m stuck in the same place. I wish I could find my way out of this rut. 🥺",Insecurity,"['Frustration', 'Loneliness']","['Reflection on personal growth', 'Commitment to self-empowerment']",Negative,Supportive,9,Social Struggles
"I'm nervous about my upcoming presentation. I know I can do it, but the anxiety is hard to shake off. 😬",Anxiety,"['Excitement', 'Fear']","['Reflection on performance', 'Commitment to overcoming anxiety']",Mixed,Conflicted,8,Career
"The last time I spoke to my grandmother, I felt a mix of love, nostalgia, and regret, knowing that those conversations were now memories, forever cherished but no longer possible.",Nostalgia,"['Love', 'Regret']","['Appreciation for the moments shared', 'Sadness about missed chances']",Mixed,Reflective,8,Family (Loss)
"After a long day of work, I finally had time to relax. As I sank into the couch, the exhaustion was met with a quiet sense of relief, but I also felt guilty for not being more productive during the day.",Relief,"['Guilt', 'Fatigue']","['Satisfaction from rest', 'Concern about wasted time']",Mixed,Conflicted,7,Self-Reflection (Work-Life Balance)
"Lost my wallet at the grocery store today. I felt panicked at first, but someone turned it in untouched! Restored my faith in people a little today. 😊",Relief,"['Gratitude', 'Amazement']","['Reflection on kindness', 'Commitment to paying it forward']",Positive,Supportive,7,Community
